Isolate,MorphotypeNo,Date_Subculture,Site,Species,Trt,Date_Original,DescriptionTop,DescriptionBottom,Notes,Subcultured,Clustered_morphotype,Archived,New_Notes,DNA,Extraction.plate.NOT.GENEWIZ.PLATES,To_do,Status,Updated_morph,X,OTU,Newest_morph
847,328,28-Jul-17,ER-L,ELTR,ELEV,,white milky,,,Yes,153,Archived,,Sequenced,3,find,Done,153,,58,58
848,328,,ER-L,ELTR,ELEV,,,,,No,153,NA,,NA,,,Done,153,,NA,58
849,328,,ER-L,ELTR,ELEV,,,,,No,153,NA,,NA,,,Done,153,,NA,58
1374,328,,WM-3,FETH-4,Control,,,,,No,153,NA,,NA,,,Done,153,,NA,58
1375,328,,WM-3,FETH-4,Control,,,,,No,153,NA,,NA,,,Done,153,,NA,58
857,333,28-Jul-17,ER-L,ELTR,ELEV,,small yellow circles,,,Yes,154,Archived,,Sequenced,,find_4,Done,154,,49,49
883,344,28-Jul-17,WM-1,POPR-3,Control,,White fuzzy,,,Yes,155,Archived,,Sequenced,5,find_2,Done,155,,59,59
1121,514,28-Jul-17,WM-6,POPR-6,Warming,,White fuzzy,,,Yes,156,Archived,,Sequenced,,,Done,,,99,99
5,514,28-Jul-17,WM-6,POPR-6,Warming,,White fuzzy,,,Yes,156,Archived,,Sequenced,4,find_2,Done,156,,NA,99
1120,514,,WM-6,POPR-6,Warming,,,,,No,156,NA,,NA,,,Done,156,,NA,99
1563,577,2-Aug-17,WM-8,FETH-4,Warming,,Brown,,,Yes,157,Archived,,Sequenced,2,find_3,Done,233,,46,46
1565,577,,WM-8,FETH-4,Warming,,,,,No,157,NA,,NA,,,Done,233,Shipped in plate 4,NA,46
1562,577,,WM-8,FETH-4,Warming,,,,,No,157,NA,,NA,,,Done,233,,NA,46
1564,577,,WM-8,FETH-4,Warming,,,,,No,157,NA,,NA,,,Done,233,,NA,46
855,331,28-Jul-17,ER-L,ELTR,ELEV,,pink circles,,,Yes,157,Archived,,Sequenced,,,Done,157,,91,91
1535,577,3-Aug-17,WM-9,FETH-1,Control,,"Small white dots, translucent",,,Yes,157,Archived,,Sequenced,5,find_2,Done,232,,97,97
1462,562,4-Aug-17,WM-5,ACLE-5,Control,,"Black gray, green edge",,,Yes,158,Archived,,Sequenced,,find_4,Done,158,,2,2
1465,562,,WM-5,ACLE-5,Control,,,,,No,158,NA,,NA,,,Done,158,Shipped in Plate 4,NA,2
1463,562,,WM-5,ACLE-5,Control,,,,,No,158,NA,,NA,,,Done,158,,NA,2
1464,562,,WM-5,ACLE-5,Control,,,,,No,158,NA,,NA,,,Done,158,Shipped in Plate 4,NA,2
938,366,28-Jul-17,ER-H,FESA,ELEV,,Brown spreahead shape?,Dark brown,,Yes,158,Archived,,Sequenced,3,,Done,230,,40,40
1628,586,2-Aug-17,WM-7,FETH-4,Control,,Green circle,,,Yes,158,Find,,CTB6,"2, also in 5 as PCR",find_2,,231,,NA,22
1641,596,2-Aug-17,WM-6,POPR-5,Warming,,"Gray fuzzy, light brown edge",,,Yes,159,Find,,Sequenced,2,find,Done,159,,56,56
1641,596,2-Aug-17,WM-6,POPR-5,Warming,,"Gray fuzzy, light brown edge",,,Yes,159,Find,,Sequenced,2,find,Done,159,,56,56
994,391,28-Jul-17,WM-9,ACLE-6,Control,,black.gray fuzzy,,,Yes,160,Archived,,Sequencing Failed,4,find_2,PCR,160,,NA,PCR
835,324,28-Jul-17,WM-8,FETH-6,Warming,,brown frayed edges,,,Yes,161,Archived,,"Do PCR again- plate 3, 8H",3,find_4,PCR,161,,NA,PCR
837,324,,WM-8,FETH-6,Warming,,,,,No,161,NA,,NA,,,,161,,NA,
843,324,,WM-8,FETH-6,Warming,,,,,No,161,NA,,NA,,,,161,,NA,
844,324,,WM-8,FETH-6,Warming,,,,,No,161,NA,,NA,,,,161,,NA,
836,324,,WM-8,FETH-6,Warming,,,,,No,161,NA,,NA,,,,161,,NA,
1421,554,3-Aug-17,WM-5,POPR-1,Control,,Dark brown,,,Yes,162,Archived,,Sequenced,,find,Done,162,Failed in Retry Jan 22nd,16,16
1242,539,29-Jul-17,WG-L,FESA,ELEV,,"Black center, gray band, green edge",,,Yes,163,Archived,,NA,4,find_4,Done,163,,NA,29
1243,539,,WG-L,FESA,ELEV,,,,,No,163,NA,,NA,,,Done,163,,NA,29
1208,531,29-Jul-17,TR-L,ACLE,ELEV,,Yellow gradient,,,Yes,164,Archived,,Sequenced,"2,4",find_3,Done,164,,66,66
1173,531,,WG-L,ELTR,ELEV,,,,,No,164,NA,,NA,,,Done,164,,NA,66
1175,531,,WG-L,ELTR,ELEV,,,,,No,164,NA,,NA,,,Done,164,,NA,66
1233,535,29-Jul-17,TR-L,POPR,ELEV,,"Black center, green gray edge",,,Yes,165,Archived,,Sequenced,4,find_2,Done,165,,33,33
1232,535,,TR-L,POPR,ELEV,,,,,No,165,NA,,NA,,,Done,165,,NA,33
916,359,28-Jul-17,ER-H,TRSP,ELEV,,,,,Yes,165,Archived,,Sequenced,3,,Done,239,,40,40
912,359,28-Jul-17,ER-H,TRSP,ELEV,,brown and gray,,,Yes,165,Archived,,DNA failed,,,Done,239,,NA,40
914,359,,ER-H,TRSP,ELEV,,,,,No,165,NA,,NA,,,,239,,NA,40
915,359,,ER-H,TRSP,ELEV,,,,,No,165,NA,,NA,,,,239,,NA,40
917,359,,ER-H,TRSP,ELEV,,,,,No,165,NA,,NA,,,Done,239,,NA,40
918,359,,ER-H,TRSP,ELEV,,,,,No,165,NA,,NA,,,Done,239,,NA,40
1106,509,28-Jul-17,WM-3,POPR-4,Control,,"White, milky",,,Yes,166,Archived,,non-specific,3,find_2,Bacteria,NA,Retry Jan 9th,NA,NA
1107,509,,WM-3,POPR-4,Control,,,,,No,166,NA,,NA,,,Bacteria,NA,,NA,NA
1108,509,,WM-3,POPR-4,Control,,,,,No,166,NA,,NA,,,Bacteria,NA,,NA,NA
1109,509,29-Jul-17,WM-3,POPR-4,Control,,"Translucent, sprawling",,,Yes,166,NA,,NA,,find_2,Bacteria,NA,,NA,NA
1593,581,4-Aug-17,WM-7,FETH-3,Control,,Glossy,,,Yes,167,Archived,,DNA failed,,find_4,Found,167,,NA,skip
1594,581,,WM-7,FETH-3,Control,,,,,No,167,NA,,NA,,,,167,,NA,
1653,600,3-Aug-17,WM-7,POPR-3,Control,,White opaque,,,Yes,168,Find,,Sequenced,,,Done,168,,29,29
1655,600,,WM-7,POPR-3,Control,,,,,No,168,NA,,NA,,,Done,168,,NA,29
1466,563,4-Aug-17,WM-5,ACLE-5,Control,,"Dark center, gray edge",,,Yes,169,Archived,,Sequenced,,find,Done,169,,40,40
1467,563,,WM-5,ACLE-5,Control,,,,,No,169,NA,,NA,,,Done,169,,NA,40
774,310,28-Jul-17,ER-L,ELEL,ELEV,,reddish splotchy,,,Yes,170,Archived,,Sequenced,2,find,Done,170,,16,16
887,310,28-Jul-17,WM-1,POPR-3,Control,,Green,black,,Yes,170,Archived,,Sequenced,,find_4,Done,170,,16,16
952,375,28-Jul-17,ER-H,FESA,ELEV,,"Dark brow, fuzzy",,,Yes,171,Archived,,Sequenced,2,find,Done,240,,53,53
949,375,28-Jul-17,ER-H,FESA,ELEV,,"brown, thin hyphae",,,Yes,171,Archived,,Sequenced,4,find_2,Done,171,,99,99
1239,538,7-Aug-17,TR-L,ELTR,ELEV,,gray/black. covered the plate,,,Yes,172,Archived,,PCR,4,find_2,Send,172,,NA,PCR
923,361,28-Jul-17,ER-H,TRSP,ELEV,,"White ricle, sand dollar",,,Yes,173,Archived,,Sequenced,3,find,Done,173,,44,44
924,361,,ER-H,TRSP,ELEV,,,,,No,173,NA,,NA,,,Done,173,Retry Jan 9th,NA,44
927,361,,ER-H,TRSP,ELEV,,,,,No,173,NA,,NA,,,Done,173,,NA,44
925,362,28-Jul-17,ER-H,TRSP,ELEV,,"brown, jagged and fuzzy",,,Yes,174,Archived,,Sequenced,5,Find_3,PCR,174,,98,98
1219,533,29-Jul-17,WG-L,ACNE,ELEV,,Black center white edge,,,Yes,174,Archived,,CTB6,3,find,PCR,174,,NA,PCR
1220,533,,WG-L,ACNE,ELEV,,,,,Yes,174,Find,,NA,,,,174,,NA,
1512,575,2-Aug-17,WM-2,ACLE-2,Warming,,"White/blue fuzz, brown edge",,,Yes,175,Find,,Sequenced,,,Done,175,,48,48
1461,561,4-Aug-17,WM-5,ACLE-5,Control,,White translucent,,,Yes,176,Archived,,Sequenced,,find,Done,232,,16,16
538,228,22-Jul-17,WM-5,POPR-1,Control,18-Jul-17,gray opaque,,,Yes,176,Find,,Sequenced,,find,Done,176,,58,58
1284,528,29-Jul-17,TR-L,ELEL,ELEV,,White blob,,,Yes,177,Archived,,DNA failed,,find_2,Bacteria,NA,,NA,NA
1285,528,,TR-L,ELEL,ELEV,,,,,No,177,NA,,NA,,,Bacteria,NA,,NA,NA
1286,528,,TR-L,ELEL,ELEV,,,,,No,177,NA,,NA,,,Bacteria,NA,,NA,NA
1620,584,4-Aug-17,WM-8,ACLE-3,Warming,,"black, milky",,,Yes,178,Find,,Sequenced,5,find_2,Done,178,,59,59
1141,523,29-Jul-17,WM-1,ACLE-1,Control,,"Black, fuzzy",,,Yes,179,Archived,,Sequenced,2,find,Done,179,,45,45
1142,523,,WM-1,ACLE-1,Control,,,,,No,179,NA,,NA,,,Done,179,,NA,45
1638,592,4-Aug-17,WM-6,POPR-5,Warming,,White fuzzy entire,,,Yes,180,Find,,Sequenced,2,find,Done,180,,66,66
1577,580,2-Aug-17,WM-7,ACLE-4,Control,,Black center Yellow edge,,,Yes,181,Find,,Sequenced,2,find,Done,181,,9,9
1319,545,3-Aug-17,WG-L,FETH,ELEV,,White center opaque edge,,,Yes,182,Archived,,Sequenced,3,find,Done,182,,63,63
1317,545,,WG-L,FETH,ELEV,,,,,No,182,NA,,NA,,,Done,182,,NA,63
1318,545,,WG-L,FETH,ELEV,,,,,No,182,NA,,NA,,,Done,182,,NA,63
1320,545,,WG-L,FETH,ELEV,,,,,No,182,NA,,NA,,,Done,182,,NA,63
1321,545,,WG-L,FETH,ELEV,,,,,No,182,NA,,NA,,,Done,182,,NA,63
1322,545,,WG-L,FETH,ELEV,,,,,No,182,NA,,NA,,,Done,182,,NA,63
1453,560,2-Aug-17,WM-4,ACLE-1,Warming,,Brown circle,,,Yes,183,Archived,,DNA failed,,,Found,183,,NA,Extract
1452,560,,WM-4,ACLE-1,Warming,,,,,No,183,NA,,NA,,,,183,,NA,
1392,551,2-Aug-17,WM-3,FETH-4,Control,,Brown center gray outside/green,,,Yes,184,Archived,,DNA failed,,find_2,Didn't grow,NA,,NA,NA
1394,551,,WM-3,FETH-4,Control,,,,,No,184,NA,,NA,,,Didn't grow,NA,,NA,NA
1393,551,,WM-3,FETH-4,Control,,,,,No,184,NA,,NA,,,Didn't grow,NA,Shipped in Plate 4,NA,NA
1654,601,3-Aug-17,WM-7,POPR-3,Control,,Gay green fuzzy,,,Yes,185,Extracted,,Sequenced,Tube,find_4,Done,185,,58,58
1003,395,28-Jul-17,WM-9,ACLE-6,Control,,"Green, gray",,,Yes,186,Archived,,Sequenced,"2,5",find_2,Done,186,,59,59
1004,395,28-Jul-17,WM-9,ACLE-6,Control,,,,,Yes,186,Archived,,NA,,,Done,186,,NA,59
1075,395,,WG-L,POLE,ELEV,,,,,No,186,NA,,NA,,,Done,186,,NA,59
1076,395,,WG-L,POLE,ELEV,,,,,No,186,NA,,NA,,,Done,186,,NA,59
1077,395,,WG-L,POLE,ELEV,,,,,No,186,NA,,NA,,,Done,186,,NA,59
1078,395,,WG-L,POLE,ELEV,,,,,No,186,NA,,NA,,,Done,186,,NA,59
1339,549,,TR-L,ACNE,ELEV,,,,,No,187,NA,,NA,,,,187,,NA,
1340,549,3-Aug-17,TR-L,ACNE,ELEV,,"Brown center, then opaque",,,Yes,187,Archived,,DNA failed,2,find_4,Find,187,,NA,PCR
1217,532,29-Jul-17,WG-L,ACNE,ELEV,,White fuzzy center,,,Yes,188,Find,ITS1-FL in SP Plate 3,Sequenced,3,find,Done,188,,76,76
1218,532,,WG-L,ACNE,ELEV,,,,,No,188,NA,,NA,,,Done,188,,NA,76
1221,532,,WG-L,ACNE,ELEV,,,,,No,188,NA,,NA,,,Done,188,,NA,76
1223,532,,WG-L,ACNE,ELEV,,,,,No,188,NA,,NA,,,Done,188,,NA,76
1617,582,4-Aug-17,WM-8,ACLE-3,Warming,,White milky,,,Yes,189,,,Sequenced,4,find_3,Send,270,,93,93
1618,582,,WM-8,ACLE-3,Warming,,,,,No,189,NA,,NA,,,,270,,NA,93
1635,590,4-Aug-17,WM-7,FETH-4,Control,,glossy,,,Yes,189,,,SKIPPED,,find_3,Bacteria,NA,,NA,NA
458,189,21-Jul-17,WG-H,POPR,ELEV,11-Jul-17,"opaque, black center",,,Yes,190,Find,,Sequenced,3,find,Done,190,,15,15
1091,189,,WG-H,POPR,ELEV,,,,,No,190,,,NA,,NA,Done,190,,NA,15
1094,189,,WG-H,POPR,ELEV,,,,,No,190,,,NA,,NA,Done,190,,NA,15
1095,189,,WG-H,POPR,ELEV,,,,,No,190,,,NA,,NA,Done,190,,NA,15
1096,189,28-Jul-17,WG-H,POPR,ELEV,,"Dark green center, opaque edge",,,Yes,190,Archived,,Sequenced,"4, 5",find_2,Done,190,,79,79
955,376,28-Jul-17,ER-H,FESA,ELEV,,Yellow yeast?,,,Yes,191,Archived,,DNA failed,2,,Bacteria,NA,,NA,79
1422,555,3-Aug-17,WM-5,POPR-1,Control,,dark red,,,Yes,193,Archived,,Sequenced,Tube,find_4,Done,193,,59,59
1041,494,3-Aug-17,WM-3,POPR-6,Control,,"Black cnter, gray edges",,,Yes,194,Archived,,Sequenced,Tube,find_4,Done,194,,65,65
1052,494,,WM-3,POPR-6,Control,,,,,No,194,NA,,NA,,,Done,194,,NA,65
1040,494,,WM-3,POPR-6,Control,,,,,No,194,NA,,NA,,,Done,194,Shipped in Plate 4,NA,
1031,181,8-Aug-17,TR-H,ELTR,ELEV,,,,,Yes,195,Archived,,Sequenced,4,find,Done,238,,40,40
1428,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,195,Shipped in Plate 4,NA,40
1032,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,238,,NA,40
447,181,21-Jul-17,WM-4,POPR-2,Warming,17-Jul-17,"opaque, black center",,,Yes,195,Find,,Sequenced,,,Done,195,Shipped in Plate 4,NA,40
448,181,,WM-4,POPR-2,Warming,,,,,No,195,NA,,NA,,,Done,195,,NA,40
449,181,,WM-4,POPR-2,Warming,,,,,No,195,NA,,NA,,,Done,195,,NA,40
450,181,,WM-4,POPR-2,Warming,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1033,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,238,,NA,40
1136,181,,WM-7,POPR-5,Control,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1416,181,,WM-4,POPR-2,Warming,,,,,No,195,NA,,NA,,,Done,195,Contaminated,NA,40
1423,181,,WM-3,ACLE-7,Control,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1424,181,,WM-3,ACLE-7,Control,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1425,181,,WM-3,ACLE-7,Control,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1426,181,,WM-3,ACLE-7,Control,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1429,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1430,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1431,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1432,181,,TR-H,ELTR,ELEV,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1415,181,,WM-4,POPR-2,Warming,,,,,No,195,NA,,NA,,,Done,195,,NA,40
1146,524,28-Jul-17,WM-1,ACLE-1,Control,,"Red, fuzzy",,,Yes,196,Archived,,Sequenced,5,find_2,Done,196,,77,77
1510,574,2-Aug-17,WM-2,ACLE-2,Warming,,"White fuzz, opaque edge",,,Yes,197,Find,,Sequenced,2,find_2,Send,197,,40,40
1639,593,2-Aug-17,WM-6,POPR-5,Warming,,"Reddish black center, white edge",,,Yes,198,Find,,Sequenced,2,find,Done,198,,24,24
987,387,28-Jul-17,WM-9,ACLE-2,Control,,light brown opaque,,,Yes,199,Archived,,Extracted,Tube,find_4,PCR,199,,NA,Extract
988,387,,WM-9,ACLE-2,Control,,,,,No,199,NA,,NA,,,,199,,NA,
989,387,,WM-9,ACLE-2,Control,,,,,No,199,Archived,,NA,,,,199,,NA,
1471,566,4-Aug-17,WM-5,ACLE-2,Control,,"Dark brown, opaque edge",,,Yes,200,Archived,,Sequenced,2,find,Done,200,,71,71
1472,566,,WM-5,ACLE-2,Control,,,,,No,200,NA,,NA,,,Done,200,,NA,71
1473,566,,WM-5,ACLE-2,Control,,,,,No,200,NA,,NA,,,Done,200,,NA,71
1474,566,,WM-5,ACLE-2,Control,,,,,No,200,NA,,NA,,,Done,200,,NA,71
1203,527,,TR-L,ACLE,ELEV,,,,,No,201,NA,,NA,,,,201,,NA,75
1204,527,,TR-L,ACLE,ELEV,,,,,No,201,NA,,NA,,,,201,,NA,75
1280,527,29-Jul-17,TR-L,ELEL,ELEV,,"Black enter, gray edge",,,Yes,201,Archived,,NA,,find_4,Send,201,,NA,75
1281,527,,TR-L,ELEL,ELEV,,,,,No,201,NA,,NA,,,,201,,NA,75
1282,527,,TR-L,ELEL,ELEV,,,,,No,201,NA,,NA,,,,201,,NA,75
1283,527,,TR-L,ELEL,ELEV,,,,,No,201,NA,,NA,,,,201,,NA,75
1245,540,29-Jul-17,WG-L,FESA,ELEV,,"Black cneter, brown edge",,,Yes,202,Archived,,Sequenced,4,find_2,Done,202,,75,75
986,386,28-Jul-17,WM-9,POPR-2,Control,,Light brown,,,Yes,203,Archived,,Sequenced,,find_4,Done,203,,16,16
233,84,20-Jul-17,WM-9,POPR-2,Control,14-Jul-17,"grey, black center",,,Yes,204,Archived,,Sequenced,,find_3,Done,204,,18,18
234,84,,WM-9,POPR-2,Control,14-Jul-17,,,,No,204,NA,,NA,,,Done,204,,NA,18
235,84,,WM-9,POPR-2,Control,14-Jul-17,,,,No,204,NA,,NA,,,Done,204,,NA,18
236,84,,WM-9,POPR-2,Control,14-Jul-17,,,,No,204,NA,,NA,,,Done,204,,NA,18
976,84,,WM-9,POPR-2,Control,,,,,No,204,NA,,NA,,,Done,204,,NA,18
977,84,,WM-9,POPR-2,Control,,,,,No,204,NA,,NA,,,Done,204,,NA,18
984,84,,WM-9,POPR-2,Control,,,,,No,204,NA,,NA,,,Done,204,,NA,18
985,84,,WM-9,POPR-2,Control,,,,,No,204,NA,,NA,,,Done,204,,NA,18
787,604,28-Jul-17,ER-L,FETH,ELEV,,White small circles,,Need new morphotype number,Yes,205,Archived,,Sequenced,2,find_2,Done,205,,51,51
788,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
789,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
790,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
791,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
792,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
793,604,,ER-L,FETH,ELEV,,,,,No,205,NA,,NA,,,Done,205,,NA,51
541,230,22-Jul-17,WM-5,POPR-6,Control,18-Jul-17,"opaque, gray",,,Yes,210,Archived,,Sequenced,4,find_3,Done,210,,29,29
1349,230,,WM-1,POPR-1,Control,,,,,No,210,NA,,NA,,,Done,210,Shipped in Plate 4,NA,29
543,230,,WM-5,POPR-6,Control,,,,,No,210,NA,,NA,,,Done,210,,NA,29
542,230,,WM-5,POPR-6,Control,,,,,No,210,NA,,NA,,,Done,210,,NA,29
1348,230,,WM-1,POPR-1,Control,,,,,No,210,NA,,NA,,,Done,210,,NA,29
397,151,,WM-7,POPR-6,Control,14-Jul-17,,,,No,233,NA,,NA,,,,,,NA,
398,151,21-Jul-17,WM-7,POPR-6,Control,14-Jul-17,"opaque, yellowish",,,No,233,Archived,,This culture should exist. Will need to find it. ,,find_4,Find,,,NA,
1643,151,,WM-7,POPR-6,Control,,,,,No,233,NA,,NA,,,,,,NA,
1644,151,,WM-7,POPR-6,Control,,,,,No,233,NA,,NA,,,,,,NA,
1645,151,,WM-7,POPR-6,Control,,,,,No,233,NA,,NA,,,,,Shipped in Plate 4,NA,
1647,151,,WM-7,POPR-6,Control,,,,,No,233,NA,,NA,,,,,,NA,
1110,510,,WM-3,FETH-2,Control,,,,,No,233,Archived,,find_4,,,Found,,,NA,
1111,510,,WM-3,FETH-2,Control,,,,,No,233,NA,,NA,,,,,,NA,
1112,510,,WM-3,FETH-2,Control,,,,,No,233,NA,,NA,,,,,,NA,
1113,510,,WM-3,FETH-2,Control,,,,,No,233,NA,,NA,,,,,,NA,
230,83,20-Jul-17,WM-9,ACLE-2,Control,14-Jul-17,"orange, yellowish",,,Yes,Missing,NA,,NA,,find_3,Missing Exclude,NA,,NA,NA
231,83,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,NA,NA,,NA,,,Missing Exclude,Na,,NA,NA
232,83,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,NA,NA,,NA,,,Missing Exclude,Na,,NA,NA
378,140,,WM-8,ACLE-6,Warming,14-Jul-17,,,,No,NA,NA,,NA,,,,NA,,NA,NA
1612,142,,WM-8,ACLE-5,Warming,,,,,No,NA,NA,,NA,,,,Na,,NA,NA
382,143,,WM-8,ACLE-5,Warming,14-Jul-17,,,,No,NA,NA,,NA,,,,Na,,NA,NA
1611,143,,WM-8,ACLE-5,Warming,,,,,No,NA,NA,,NA,,,,NA,,NA,NA
548,233,22-Jul-17,WM-5,ACLE-1,Control,18-Jul-17,opaque gray,,,Yes,NA,NA,,Missing,,find_3,Missing Exclude,Na,,NA,NA
549,233,,WM-5,ACLE-1,Control,,,,,No,NA,NA,,NA,,,Missing Exclude,Na,,NA,NA
1459,233,,WM-5,ACLE-1,Control,,,,,No,NA,NA,,NA,,,Missing Exclude,NA,,NA,NA
550,234,22-Jul-17,WM-5,ACLE-1,Control,18-Jul-17,black center,,,Yes,NA,NA,,NA,,find_3,Missing Exclude,Na,Retry Jan 22nd,NA,NA
1457,234,,WM-5,ACLE-1,Control,,,,,No,NA,NA,,NA,,,Missing Exclude,Na,,NA,NA
1460,234,,WM-5,ACLE-1,Control,,,,,No,NA,NA,,NA,,,Missing Exclude,NA,,NA,NA
572,244,,ER-L,ACLE,ELEV,,,,,No,NA,NA,Should have been subcultured. ,NA,,,Missing Exclude,Na,,NA,NA
597,257,,WM-8,ACLE-6,Warming,,,,,No,NA,NA,Check but should be subcultured,NA,,,Missing exclude,Na,Shipped in Plate 4,NA,NA
911,357,28-Jul-17,ER-H,TRSP,ELEV,,"White, globby",,,Yes,NA,NA,cont,NA,,,Bacteria,NA,,NA,NA
1329,402,,WG-L,TRSP,ELEV,,,,,No,NA,NA,Must have been missed,NA,,,Missing exclude,Na,,NA,NA
1330,402,,WG-L,TRSP,ELEV,,,,,No,NA,NA,,NA,,,Missing exclude,Na,,NA,NA
1037,491,,WM-3,POPR-3,Control,,,,,No,NA,NA,,NA,,,Missing exclude,NA,Retry Jan 9th,NA,NA
1117,513,29-Jul-17,WM-3,ACLE-2,Control,,Reddish brown,,,Yes,NA,Archived,"Contaminated, will check for clustered morphotype",NA,,,Contaminated,Na,,NA,NA
1118,513,,WM-3,ACLE-2,Control,,,,,No,NA,NA,,NA,,,Contaminated,Na,,NA,NA
1262,542,,WM-2,POPR-3,Warming,,,,,No,NA,NA,Shouldve been subculutred. Will check if it was grouped,NA,,,Missing exclude,NA,,NA,NA
1263,542,,WM-2,POPR-3,Warming,,,,,No,NA,NA,,NA,,,Missing exclude,Na,,NA,NA
1264,542,,WM-2,POPR-3,Warming,,,,,No,NA,NA,,NA,,,Missing exclude,Na,,NA,NA
1634,589,4-Aug-17,WM-7,FETH-4,Control,,Translucent spikey,,,Yes,NA,Find,Should exist,NA,,,,NA,Retry Jan 22nd,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,These were skipped,NA,NA,NA,,NA,,,,Na,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,Na,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,Na,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,Na,,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,,NA,NA
1042,495,3-Aug-17,WM-3,POPR-6,Control,,Yellow yeast,,,Yes,should not be 45,Find,,DNA failed,,,,NA,,NA,NA
212,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,,,,Na,,NA,NA
219,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,SKIPPED,,,,Na,,NA,NA
377,140,20-Jul-17,WM-8,ACLE-6,Warming,14-Jul-17,pink,,,Yes,,Find,,NA,,find_3,,NA,,NA,NA
379,141,20-Jul-17,WM-8,ACLE-5,Warming,14-Jul-17,"opaque, black centet",,,Yes,,NA,,NA,,find_3,Missing,Na,,NA,NA
380,142,20-Jul-17,WM-8,ACLE-5,Warming,14-Jul-17,"opaque,orange",,,Yes,,NA,,NA,,find_3,Missing,Na,,NA,NA
381,143,20-Jul-17,WM-8,ACLE-5,Warming,14-Jul-17,opaque,,,Yes,,NA,,NA,,find_3,Missing,NA,,NA,NA
